propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
House,4,3,3532,11337,NEAR OCEAN,1988,1200793,True,False
Apartment,4,1,1062,12586,INLAND,1985,2745731,True,False
Townhouse,3,3,3654,8776,INLAND,1910,1292461,False,False
Apartment,5,2,2183,2035,INLAND,1969,455217,True,True
Apartment,1,3,2385,2724,<1H OCEAN,1966,2063485,True,False
Townhouse,1,2,1232,11668,INLAND,1929,1356380,False,False
House,2,2,1359,4506,INLAND,1991,2291527,False,False
Townhouse,1,2,3355,5297,NEAR OCEAN,2004,872764,True,False
Villa,3,2,848,2890,<1H OCEAN,1980,290609,False,False
Townhouse,1,1,3015,13041,NEAR OCEAN,1922,457059,True,False
Condo,2,2,2502,3400,NEAR BAY,1950,1817562,True,True
Villa,1,1,3288,9919,NEAR BAY,1997,1981184,False,False
Apartment,5,3,1393,11218,<1H OCEAN,1984,745559,True,False
Villa,4,2,2398,6101,INLAND,1904,344709,False,False
House,4,3,1027,9571,<1H OCEAN,1949,2124812,True,True
House,4,1,2775,4660,INLAND,1943,1603229,False,False
Townhouse,5,2,1013,14596,NEAR BAY,2019,2527457,True,False
Villa,3,2,2465,12598,NEAR BAY,1914,332818,True,True
Apartment,2,1,3727,7958,<1H OCEAN,2009,1793461,True,True
House,5,3,3455,13197,NEAR OCEAN,1901,1857629,True,False
Apartment,2,1,3597,5749,NEAR BAY,1923,2096185,True,False
Condo,3,3,1841,10867,<1H OCEAN,1953,2481576,True,False
House,5,3,1266,13041,<1H OCEAN,1909,1166414,False,True
Townhouse,1,3,3191,10709,NEAR BAY,1983,1321305,False,False
Condo,3,2,3171,6479,INLAND,1934,2277811,False,True
Villa,4,1,2069,9105,NEAR OCEAN,1940,756974,False,False
Apartment,5,2,1883,14177,NEAR OCEAN,1946,2926167,True,False
House,3,1,2465,8633,INLAND,2017,1985610,False,False
Condo,3,3,1661,12778,NEAR BAY,1984,1722385,True,False
Condo,5,2,3920,8694,NEAR BAY,1929,555611,True,False
House,4,2,3525,7394,INLAND,1992,1261330,False,False
Villa,4,2,2750,6703,NEAR BAY,2021,1191287,True,False
Villa,3,3,3527,10353,NEAR OCEAN,1998,1775969,False,False
Townhouse,2,1,2076,2600,<1H OCEAN,2014,1557683,True,False
Villa,3,3,1647,11751,NEAR OCEAN,1937,729880,True,False
Townhouse,5,2,2206,10856,NEAR OCEAN,1925,1966787,False,False
Condo,5,2,1375,6957,NEAR OCEAN,1919,1311438,True,False
House,5,3,1344,13973,NEAR BAY,1935,2173275,True,False
Villa,4,2,857,8173,INLAND,1963,2367360,True,False
Townhouse,1,2,2911,12231,NEAR BAY,1942,2075067,True,True
Condo,5,1,1698,6576,INLAND,1939,1907952,True,False
Villa,5,1,2972,13982,<1H OCEAN,1917,2058631,False,True
Apartment,2,1,2908,6316,<1H OCEAN,1921,1832493,True,False
Condo,2,1,1179,9733,NEAR OCEAN,1976,2386840,False,False
Villa,3,1,1777,8263,INLAND,1978,2173592,True,False
Condo,3,1,2584,11964,NEAR OCEAN,1915,2841444,False,False
House,3,2,1961,14797,NEAR BAY,1988,1833742,False,False
House,5,2,865,8012,INLAND,1902,699745,True,False
House,2,1,2002,9940,NEAR OCEAN,1968,1456091,True,False
Apartment,3,3,2813,8657,NEAR BAY,1926,1854982,False,False
House,2,1,1597,3390,<1H OCEAN,2002,1063082,False,False
Apartment,5,2,2616,9247,NEAR OCEAN,1996,2982509,False,False
House,5,3,1994,9526,INLAND,1939,693257,False,False
Condo,3,3,3602,6286,INLAND,2001,2158798,False,False
Villa,5,3,1431,11909,NEAR BAY,1903,1870105,False,False
Villa,5,2,2167,3957,NEAR OCEAN,1942,1982762,False,False
House,2,3,3805,11851,<1H OCEAN,2001,2056401,False,False
Villa,1,2,1026,5088,NEAR OCEAN,2013,578424,False,True
House,4,2,991,12270,NEAR OCEAN,1951,2815069,True,False
House,3,1,3599,13136,INLAND,2019,1306622,False,True
Townhouse,1,2,2429,7189,NEAR BAY,1951,346413,True,True
Townhouse,3,3,1949,3827,INLAND,2016,1151950,True,False
Townhouse,1,2,3803,12631,<1H OCEAN,1965,1805489,False,False
Apartment,5,2,898,11308,NEAR OCEAN,1961,1895180,True,False
Townhouse,3,1,1143,4005,<1H OCEAN,1982,1410972,True,False
House,1,1,3090,3161,NEAR BAY,1962,924934,False,True
Condo,4,2,819,14311,NEAR BAY,1950,1094398,False,False
Townhouse,5,2,3206,8590,NEAR OCEAN,1963,382043,True,False
Townhouse,3,2,1232,2167,NEAR BAY,1981,2382839,True,False
Condo,3,1,1799,12192,<1H OCEAN,1955,1900753,True,False
House,1,1,3458,10480,NEAR OCEAN,1910,2051867,True,False
Apartment,3,3,3334,3037,NEAR BAY,1934,1080533,False,False
Townhouse,5,3,1129,12677,<1H OCEAN,1910,2602815,False,False
Condo,2,3,2490,8198,NEAR OCEAN,1932,2851949,False,False
House,1,3,3032,13556,NEAR BAY,1965,189365,True,False
Villa,4,1,1134,6823,INLAND,2019,2280343,True,False
Apartment,3,1,3353,9528,NEAR OCEAN,1900,1477741,False,False
Condo,5,2,3310,12323,NEAR OCEAN,1932,941883,False,False
Condo,3,3,2756,14656,INLAND,1976,2288213,True,False
Condo,4,2,3842,5973,NEAR BAY,1926,2810240,True,True
Townhouse,5,2,2850,11376,NEAR OCEAN,1964,2380295,False,False
Villa,4,1,3516,12545,<1H OCEAN,2005,1736580,False,False
Apartment,5,2,2787,11674,NEAR BAY,1992,1793346,False,False
House,2,2,3022,13859,NEAR OCEAN,1944,248268,True,False
House,5,1,2671,14997,<1H OCEAN,2003,2754491,False,True
Villa,4,1,2404,2199,INLAND,1985,956130,True,False
Condo,1,1,2356,10526,<1H OCEAN,2002,1367285,False,False
Condo,2,1,3847,5413,NEAR BAY,1983,1791173,False,False
Condo,3,3,3145,2178,INLAND,1943,2523476,True,False
Condo,2,3,2965,10641,<1H OCEAN,1939,1084678,True,False
Condo,2,3,1588,3724,NEAR BAY,1944,1885430,False,False
Villa,3,2,1441,3179,INLAND,1901,2919725,False,False
Townhouse,5,3,1005,6835,NEAR BAY,1940,2317941,False,False
Apartment,2,1,3906,2867,NEAR OCEAN,1951,1851587,True,False
Condo,2,3,2877,2977,NEAR BAY,1916,2537974,True,True
Townhouse,1,1,2251,5640,<1H OCEAN,1949,2387692,False,False
House,1,3,3789,10857,NEAR BAY,2019,2757005,True,False
Villa,4,3,1622,12264,NEAR BAY,2011,2245192,True,False
Townhouse,3,1,2844,12715,INLAND,1940,2608549,True,False
Condo,5,1,3104,2782,NEAR BAY,1904,747515,False,False
Condo,5,2,3029,6297,NEAR BAY,1951,642930,False,True
Condo,4,2,1007,10038,NEAR OCEAN,1947,634878,False,False
Townhouse,5,2,1678,14897,NEAR OCEAN,1989,607106,True,False
Condo,5,3,3189,8732,INLAND,1912,2228220,False,False
Townhouse,1,3,2412,11679,INLAND,1954,559822,False,False
Condo,5,1,1177,14724,<1H OCEAN,1933,2901514,False,True
House,5,1,1210,5550,INLAND,1954,2234768,True,False
House,4,2,1182,10000,NEAR BAY,1993,1224044,True,False
Apartment,4,1,3684,9536,NEAR OCEAN,1943,2243228,True,True
Condo,2,3,1370,5450,INLAND,1940,1694471,False,True
Condo,5,1,1974,12350,<1H OCEAN,1901,1236140,True,False
Townhouse,5,1,2443,10314,NEAR BAY,1975,952455,False,False
Townhouse,5,1,3216,8197,<1H OCEAN,1955,1343623,True,False
Condo,1,1,1930,7590,<1H OCEAN,1985,2612183,True,False
Apartment,5,1,1962,9373,<1H OCEAN,2001,1271532,True,True
Condo,1,2,1079,8310,<1H OCEAN,1912,2224811,True,False
Townhouse,2,2,2919,7085,NEAR BAY,1947,257700,True,False
Condo,3,3,3470,12674,NEAR BAY,2015,2593132,True,False
Townhouse,5,2,3352,14265,<1H OCEAN,1988,1159254,True,False
Condo,4,1,2561,2959,NEAR BAY,1939,184606,True,False
Villa,4,2,3797,7130,INLAND,2002,1445355,False,True
Townhouse,5,3,2953,11598,NEAR BAY,1959,2719890,False,False
Apartment,1,2,3006,13737,NEAR BAY,2010,2912745,True,False
Villa,4,3,1973,6604,<1H OCEAN,1936,1396677,False,True
Condo,4,3,813,10755,NEAR BAY,1920,284417,True,False
Townhouse,2,3,2852,2724,INLAND,1917,1180374,False,False
Villa,2,1,3866,9221,NEAR BAY,2016,1215438,False,False
Apartment,2,3,2096,10438,INLAND,1982,1984911,True,False
Townhouse,4,2,3058,4628,NEAR BAY,1976,2750108,True,False
Villa,4,2,3174,8283,NEAR OCEAN,1954,2258183,False,True
Villa,5,2,1657,10596,NEAR BAY,1988,1808301,True,False
Villa,5,3,1265,12745,INLAND,1979,2281111,False,False
House,1,3,2763,3247,INLAND,2008,2171017,False,False
Condo,4,1,3950,4394,INLAND,2021,1871150,False,False
Townhouse,5,3,2573,6958,<1H OCEAN,1962,1223490,True,False
Townhouse,5,2,1545,8517,INLAND,1992,2782014,False,False
Townhouse,2,1,3024,3227,NEAR BAY,1959,710290,True,True
Villa,2,2,2590,10824,NEAR OCEAN,1945,2362821,False,False
Condo,2,1,2656,8435,INLAND,1915,1077278,False,True
Apartment,3,3,931,8420,<1H OCEAN,1985,2115104,False,False
Townhouse,5,1,1576,13572,NEAR BAY,1943,857974,True,False
Condo,2,3,3263,14541,INLAND,1911,1122477,False,False
Condo,2,3,1143,8142,<1H OCEAN,2006,1653176,True,True
House,4,2,3332,10850,<1H OCEAN,1963,2417304,True,False
Townhouse,2,3,2355,12242,<1H OCEAN,1989,2382245,False,True
Villa,4,3,2393,9504,INLAND,1927,2908654,False,False
Condo,1,3,1377,13613,INLAND,1954,2663058,True,True
Condo,2,2,1144,3123,INLAND,1927,2097331,True,False
Apartment,4,3,2220,14744,NEAR OCEAN,1986,2266864,False,False
House,2,2,3322,8300,NEAR OCEAN,2002,953178,False,False
Condo,1,1,1324,11075,NEAR BAY,1993,452389,True,False
Condo,2,2,2397,10888,NEAR BAY,1999,1680198,False,True
Villa,4,2,2747,14616,<1H OCEAN,1937,637563,True,False
Villa,1,3,845,10906,NEAR OCEAN,1954,2401577,True,False
Apartment,1,2,2734,8290,INLAND,1913,2250092,True,False
Apartment,1,1,2428,5989,NEAR BAY,2021,2827754,False,False
Apartment,3,2,1780,2241,INLAND,1930,2249213,True,False
Villa,4,3,2251,6274,INLAND,1962,2918262,False,False
Villa,3,1,2870,4227,NEAR OCEAN,1945,2786652,False,False
House,1,3,2692,9024,NEAR BAY,1975,2232282,True,False
Townhouse,3,3,2914,13197,<1H OCEAN,2010,1369613,True,False
Townhouse,2,2,1425,11531,NEAR BAY,1974,1222058,True,False
House,3,3,3053,11935,NEAR BAY,1903,394412,False,False
Townhouse,5,1,1057,8352,NEAR BAY,1988,2606822,True,False
Villa,1,1,2810,9655,NEAR OCEAN,2006,604414,True,True
Townhouse,1,1,3393,9414,NEAR BAY,1988,1332234,True,False
Villa,4,1,3655,12870,<1H OCEAN,2007,2158277,False,False
House,2,2,1052,11652,NEAR BAY,1919,2742157,True,False
Apartment,4,1,2404,8686,INLAND,1971,1807900,False,True
House,3,2,2012,14636,<1H OCEAN,1923,1440466,True,False
Townhouse,5,3,3000,14806,NEAR BAY,1981,2487856,True,False
Villa,5,3,2538,10578,NEAR OCEAN,1937,457510,False,False
Townhouse,5,2,2924,7400,NEAR OCEAN,1972,459824,False,False
Townhouse,5,3,3550,3441,NEAR OCEAN,1923,1347033,False,False
Apartment,2,3,3387,10992,INLAND,2012,1015433,True,False
Townhouse,3,1,1524,2606,INLAND,1968,2782353,True,False
Apartment,5,3,3216,14631,NEAR OCEAN,1947,1864468,False,True
Villa,1,3,1367,12109,INLAND,1944,2242874,True,False
Villa,3,2,3471,5109,NEAR BAY,1976,2099364,True,False
Apartment,2,1,2578,2365,NEAR BAY,1920,1390304,True,False
House,5,3,1977,14668,NEAR OCEAN,1972,1718576,True,False
Villa,2,3,3002,9343,<1H OCEAN,1965,1511236,False,False
House,5,2,3641,6041,NEAR BAY,1952,458033,False,False
Villa,1,3,1070,11176,<1H OCEAN,2011,1381282,False,False
Villa,3,1,1361,3124,INLAND,1964,1957425,False,False
Condo,1,1,2332,9996,INLAND,1907,1894984,True,False
Townhouse,5,1,2213,10682,NEAR BAY,1987,2128542,True,False
Townhouse,4,2,3939,5644,NEAR BAY,1933,1920916,False,False
House,3,1,2979,6224,INLAND,1909,1548575,False,False
Townhouse,2,1,2493,14262,INLAND,2008,2465661,False,False
House,5,1,1644,4026,<1H OCEAN,1900,2626943,False,False
Villa,1,1,3112,2020,NEAR BAY,1934,490160,True,False
Condo,4,1,1019,10219,NEAR OCEAN,2004,2991346,True,False
Condo,5,1,1698,12689,NEAR OCEAN,2018,140764,True,False
Villa,2,2,3784,7018,INLAND,1954,1434958,False,True
Apartment,1,1,3836,13755,NEAR OCEAN,1925,2668771,True,True
Apartment,3,3,3136,9071,INLAND,1967,2069047,True,False
Townhouse,4,2,1902,14939,NEAR OCEAN,1994,1265148,True,True
House,5,3,1550,3453,INLAND,1904,835216,True,False
Condo,5,3,3167,12474,INLAND,1986,1873561,False,False
Townhouse,5,1,1117,12663,NEAR OCEAN,1997,1074666,True,True
Villa,5,3,3334,7256,NEAR BAY,1978,2250731,False,False
Condo,1,3,2214,12321,INLAND,1966,2196781,True,True
House,3,3,2572,8461,NEAR OCEAN,1918,2623974,False,False
House,2,1,1387,12604,NEAR BAY,1942,1024226,False,False
Apartment,4,1,2641,6835,<1H OCEAN,1938,2808703,False,False
Townhouse,5,1,2886,14687,INLAND,2002,1403690,True,False
Villa,5,2,3790,7986,INLAND,1926,2021793,True,False
Condo,3,1,904,3475,<1H OCEAN,1921,2091952,False,False
House,3,1,2405,2935,INLAND,1948,2761033,True,False
Condo,1,3,1306,10426,<1H OCEAN,1957,2097625,True,False
Villa,1,1,1369,2034,NEAR OCEAN,1958,721846,True,False
Condo,1,3,1128,14926,<1H OCEAN,1978,2950005,False,False
Townhouse,4,1,2514,10530,NEAR BAY,1939,1439692,False,False
Apartment,1,1,1783,14219,NEAR OCEAN,2005,304877,True,False
Condo,5,1,3155,5525,<1H OCEAN,1914,1452809,False,False
Apartment,1,1,1021,11694,NEAR BAY,1931,602291,False,True
Villa,4,1,3503,7978,<1H OCEAN,1957,2447188,False,False
Apartment,1,1,3898,9807,NEAR BAY,1994,1212720,True,False
Condo,1,1,3520,13316,<1H OCEAN,2015,528396,True,False
Condo,5,3,950,13875,INLAND,1955,1142055,False,False
House,5,2,3020,12682,NEAR BAY,2002,2303398,True,True
Condo,5,2,3570,14707,INLAND,1980,1660740,False,False
Apartment,1,1,1778,2705,INLAND,2018,358352,True,False
House,5,2,3893,6847,NEAR BAY,1951,2977235,False,False
Condo,3,3,3657,6344,INLAND,2016,2943445,True,False
Condo,2,3,3724,12532,NEAR OCEAN,1976,1879251,False,False
Villa,2,3,2368,14494,<1H OCEAN,2001,1137162,True,False
House,5,2,1420,11316,NEAR BAY,2000,1668514,False,False
Villa,4,2,2894,7334,NEAR OCEAN,1979,2959535,True,False
Villa,5,2,2431,9467,NEAR BAY,1927,1863020,False,False
Villa,5,1,1948,11791,<1H OCEAN,1997,1309290,True,False
Townhouse,1,3,2118,6530,NEAR BAY,1995,490386,True,True
Villa,4,3,3737,2238,<1H OCEAN,2019,402196,False,False
Apartment,5,1,2637,11339,NEAR OCEAN,1923,2159873,True,False
Condo,3,2,1639,14805,NEAR BAY,1936,249450,False,False
Townhouse,2,3,2642,14100,<1H OCEAN,1961,526617,True,False
Villa,3,2,2360,6244,INLAND,1904,109951,False,False
Condo,3,1,2417,4104,INLAND,1943,770647,True,False
House,3,2,3417,12395,NEAR OCEAN,1986,2274060,False,True
House,4,1,2778,5668,NEAR OCEAN,1949,2626707,True,False
Condo,4,2,3385,6631,NEAR OCEAN,1984,1919936,False,True
Apartment,4,1,2120,4162,INLAND,1900,1932988,False,False
Condo,2,3,843,8474,<1H OCEAN,1963,2769681,True,False
Condo,1,1,1396,13797,NEAR OCEAN,1976,2641914,True,False
Townhouse,5,2,821,6461,<1H OCEAN,2015,1831430,False,False
House,5,3,1025,5565,<1H OCEAN,2007,880006,True,False
House,1,2,1348,13809,NEAR OCEAN,1971,2073441,True,True
Villa,5,2,1173,7368,NEAR OCEAN,1900,2751655,True,False
Condo,3,1,3460,4933,INLAND,1914,1215690,True,False
Condo,2,1,3501,5108,NEAR OCEAN,1973,2876176,False,False
Apartment,5,2,1827,2464,INLAND,1900,1372238,False,False
House,2,1,2871,12226,INLAND,1977,174067,False,False
Apartment,1,2,2785,13086,<1H OCEAN,2008,2832071,False,False
Townhouse,5,1,2526,7340,INLAND,1951,2384548,True,True
Villa,2,1,1632,12977,<1H OCEAN,2005,1184903,True,False
Apartment,3,2,2604,4920,INLAND,2000,2603628,False,False
House,3,3,3386,2810,NEAR OCEAN,1940,787725,False,True
Townhouse,1,1,1171,7909,NEAR BAY,1962,319501,True,False
Condo,4,2,2416,7978,<1H OCEAN,1945,104768,True,False
Townhouse,5,3,2188,8629,NEAR OCEAN,1920,1266566,False,False
Apartment,3,1,1712,2398,<1H OCEAN,1964,419521,True,False
House,3,1,1892,9700,INLAND,2010,760551,True,False
Apartment,1,2,2136,3075,<1H OCEAN,1990,212416,False,False
Condo,3,1,1895,13011,NEAR BAY,2014,1066199,False,False
Condo,5,2,2069,9598,NEAR OCEAN,1951,1610987,True,False
House,1,2,1557,3862,<1H OCEAN,1930,1111282,False,False
Villa,2,1,2588,13471,NEAR BAY,1970,1534854,False,True
Townhouse,1,3,1896,2885,NEAR OCEAN,1981,1654912,True,False
Townhouse,5,1,3633,7538,NEAR BAY,1935,2728074,False,False
Condo,5,3,2687,4566,<1H OCEAN,1923,209291,False,False
Apartment,2,1,3861,13432,NEAR BAY,2016,1517392,True,False
Apartment,1,3,2887,3673,INLAND,1937,883370,False,False
Villa,5,1,3910,12941,<1H OCEAN,1998,2238746,False,False
Apartment,5,3,3927,12176,NEAR OCEAN,1967,2957177,True,False
Townhouse,2,3,3732,7259,INLAND,2020,981796,False,False
Apartment,4,1,3592,8490,<1H OCEAN,1901,621373,True,False
Villa,1,1,1365,3691,INLAND,1998,844001,True,False
Townhouse,5,2,1101,6153,NEAR BAY,1981,2680328,True,True
Apartment,3,3,2524,13959,NEAR OCEAN,1965,1437487,False,True
Townhouse,2,1,3809,2657,INLAND,1990,2942833,True,False
Condo,4,2,1733,5256,NEAR BAY,1956,1269731,True,False
Condo,4,1,1354,8321,NEAR BAY,1962,1559450,True,False
Condo,2,3,803,6054,NEAR OCEAN,2003,1491130,False,False
Apartment,4,1,2084,11702,<1H OCEAN,1970,2756820,True,False
Villa,5,1,1680,7246,NEAR OCEAN,1940,367348,False,True
Townhouse,4,2,1209,11260,NEAR OCEAN,1994,505796,False,False
House,1,1,2570,8333,NEAR BAY,2019,2907777,False,False
Condo,3,2,3112,11577,NEAR OCEAN,2004,907554,False,False
Condo,5,3,2862,4614,NEAR OCEAN,1997,1994789,True,False
House,2,3,887,2771,<1H OCEAN,1906,2118693,False,True
House,3,1,2807,4574,NEAR OCEAN,1956,226540,False,False
Apartment,5,2,898,4196,NEAR OCEAN,1944,1240892,False,False
Townhouse,3,3,1807,9933,NEAR BAY,1992,2409113,True,False
Condo,4,1,2440,8357,<1H OCEAN,2020,2248280,True,True
Villa,2,1,1016,6715,NEAR OCEAN,1907,186794,True,False
Apartment,2,1,3257,3997,<1H OCEAN,1996,2549217,False,False
Apartment,1,1,990,4082,<1H OCEAN,1902,2569665,False,False
Villa,4,1,2038,12620,NEAR BAY,2003,1524271,True,False
Villa,1,2,2533,10963,NEAR OCEAN,1931,2618763,False,False
Villa,1,1,1416,12466,INLAND,1982,1853000,True,False
House,4,1,3898,8363,<1H OCEAN,1967,2830788,True,False
Condo,5,1,2005,3163,NEAR BAY,1909,1817397,True,False
House,1,1,3442,13829,<1H OCEAN,1917,1442893,False,True
Condo,3,1,3077,8941,INLAND,1982,342210,False,True
House,5,1,3647,8408,INLAND,1952,2097617,True,False
Townhouse,4,1,1329,6882,NEAR OCEAN,1975,2503188,True,False
Condo,2,3,870,14623,NEAR BAY,1910,2383022,False,False
Apartment,5,3,2038,7056,INLAND,1931,2331683,True,False
Condo,1,1,2964,5693,<1H OCEAN,1905,1080823,True,False
Condo,3,2,899,7676,INLAND,1937,1004460,False,False
Condo,4,1,1399,13542,<1H OCEAN,1954,530095,False,False
Townhouse,2,2,1659,12571,NEAR BAY,1927,879297,False,False
House,3,2,2488,2772,NEAR OCEAN,1925,414335,True,False
Apartment,2,2,3142,2723,INLAND,1971,1096455,True,False
House,4,2,1804,3218,NEAR BAY,2017,2177984,True,False
House,5,2,3481,14918,NEAR BAY,1973,2803502,False,False
Villa,1,3,2546,2705,INLAND,1985,2223554,False,False
Townhouse,4,1,2904,11473,NEAR BAY,1997,2382164,False,False
Villa,3,3,3884,12927,NEAR OCEAN,2008,1637015,True,False
Townhouse,5,3,3040,6537,NEAR OCEAN,2014,1547836,False,False
House,2,1,1793,2610,INLAND,1985,2007915,True,False
House,5,3,1976,11923,INLAND,1921,1769177,True,True
Townhouse,5,1,1846,7054,NEAR BAY,1905,2713836,False,False
House,3,1,829,11844,NEAR BAY,1994,400070,True,False
House,1,1,2524,9975,NEAR BAY,1935,2460832,False,False
Apartment,5,1,3157,11093,INLAND,1910,1469420,True,False
Villa,5,2,2444,6046,INLAND,1981,2934218,True,False
Villa,1,2,2176,13388,<1H OCEAN,2019,344592,True,False
Villa,1,3,1371,10036,NEAR BAY,1933,1968119,True,False
Condo,2,1,865,9531,INLAND,1902,507884,True,False
Apartment,2,1,3013,9314,<1H OCEAN,2012,1952771,False,False
Villa,1,1,2315,13723,NEAR OCEAN,2004,520740,True,False
Villa,4,1,1363,10362,<1H OCEAN,2014,2361837,False,False
Apartment,1,2,979,14597,NEAR OCEAN,1949,1705071,False,False
House,2,2,3391,9880,INLAND,2001,669708,True,False
Villa,3,2,1525,9122,NEAR BAY,2019,1665942,True,False
House,3,3,1576,4399,NEAR OCEAN,1935,2939363,True,False
Villa,5,1,1840,6955,NEAR BAY,1980,1055454,True,False
Townhouse,3,2,2973,14155,NEAR BAY,1993,233987,True,False
Condo,2,2,881,3374,NEAR OCEAN,1954,2413210,True,False
Villa,3,1,3911,3596,NEAR BAY,1929,940943,True,False
Townhouse,4,2,2439,11187,NEAR BAY,1961,552180,False,False
Apartment,1,1,3818,8284,NEAR BAY,2014,1684208,True,False
Townhouse,1,1,2005,13488,NEAR BAY,1952,266487,False,True
Apartment,2,2,3285,2745,<1H OCEAN,2006,221797,True,False
Villa,5,3,1767,12001,NEAR OCEAN,1949,2194418,True,False
Apartment,1,1,2513,7484,NEAR BAY,1994,2845441,False,False
Townhouse,3,3,3377,10934,NEAR BAY,1931,1451162,True,False
Condo,4,2,2476,13512,INLAND,2019,1342605,False,False
House,5,1,1984,11685,INLAND,2011,1318306,False,False
House,5,1,2734,5520,NEAR OCEAN,1982,1069174,True,False
Condo,5,2,2846,5422,NEAR BAY,1908,945535,False,True
House,1,3,3781,5155,NEAR OCEAN,2012,101390,True,False
Villa,5,2,3581,4723,INLAND,1915,1416125,False,False
Villa,2,2,1356,12192,INLAND,1937,921826,True,False
Townhouse,3,2,2010,6268,INLAND,1918,2757967,True,True
Townhouse,4,3,2290,8025,<1H OCEAN,1993,488711,True,False
Apartment,3,1,3088,12120,<1H OCEAN,1935,2194819,False,False
Townhouse,2,1,2560,8061,INLAND,1910,314175,False,False
Villa,2,2,3181,6240,INLAND,2015,2759171,False,True
Townhouse,3,2,847,5522,<1H OCEAN,1978,573789,False,False
House,1,3,3982,12560,INLAND,1987,2936709,True,False
Apartment,2,2,3975,3171,INLAND,2004,2228597,True,False
Apartment,5,3,1262,12945,<1H OCEAN,1962,865541,False,True
Villa,4,3,1897,8269,<1H OCEAN,1984,1565291,True,False
Townhouse,4,3,3164,13151,<1H OCEAN,1942,1568621,False,False
House,2,2,2849,8029,INLAND,1973,896993,True,True
Townhouse,5,1,3219,11856,INLAND,2005,2568199,True,False
Condo,3,3,2593,4722,NEAR BAY,2014,769066,False,True
Townhouse,4,1,2667,9633,INLAND,1988,1951849,False,False
Villa,5,3,1833,13392,INLAND,1995,191013,True,False
Townhouse,5,2,1387,10874,<1H OCEAN,1932,1848104,True,True
Apartment,1,3,1222,14100,NEAR OCEAN,1948,613938,True,False
House,2,3,2456,9242,INLAND,1950,1328292,True,False
Villa,5,1,3680,3509,INLAND,1949,2373589,False,False
Condo,3,2,3809,9935,INLAND,1923,2618466,True,False
House,4,3,3574,4263,NEAR BAY,1920,1144931,False,False
House,1,2,1275,8886,<1H OCEAN,1925,790443,True,True
Apartment,3,1,1044,4284,NEAR BAY,1980,590713,True,False
Apartment,4,2,3539,12335,NEAR BAY,1918,1706533,True,False
Apartment,2,2,1287,4959,NEAR OCEAN,1966,2777492,False,False
Villa,3,1,3700,11848,INLAND,1976,1146362,True,False
Townhouse,4,3,2635,5266,NEAR BAY,1965,419062,False,False
House,1,3,2625,11465,NEAR BAY,1940,1883077,True,True
Townhouse,4,2,1896,5518,NEAR BAY,1963,554557,True,False
Townhouse,5,3,1552,8215,<1H OCEAN,2008,231579,True,False
Apartment,1,1,2697,4015,INLAND,1995,1802315,False,False
Townhouse,3,2,1727,11109,NEAR BAY,1932,1399059,True,False
House,2,2,1828,11143,INLAND,1931,1658808,True,False
House,1,3,2285,9663,INLAND,2005,2345912,True,False
Condo,1,3,2189,13216,NEAR OCEAN,2016,1359037,True,True
Villa,1,3,3064,10346,<1H OCEAN,1924,1551634,False,False
